object,count
poster,49
book,27
woman,24
boat,20
clothing,14
bottle,14
drink,13
truck,10
person,9
girl,8
building,8
man,7
house,4
sports uniform,4
computer monitor,3
convenience store,3
flower,2
furniture,2
guitar,2
plant,2
billboard,2
vehicle,2
door,2
traffic sign,1
table,1
pillow,1
stairs,1
snack,1
shelf,1
wheel,1
saucer,1
wine,1
bookcase,1
carnivore,1
land vehicle,1
picture frame,1
box,1
oyster,1
chest of drawers,1
handgun,1
grape,1
beer,1
food,1
fashion accessory,1
boy,1
dress,1
drawer,1
doll,1
dessert,1
barge,1
