object,count
poster,95
building,81
man,66
bus,55
clothing,54
bottle,44
book,39
woman,36
drink,34
person,31
house,15
billboard,15
car,14
computer monitor,13
plant,13
tin can,12
vegetable,12
food,11
juice,9
convenience store,9
land vehicle,7
window,7
girl,7
truck,7
human body,7
whiteboard,7
office supplies,6
wine,6
train,6
mobile phone,5
cosmetics,5
toy,5
snack,5
tent,4
laptop,4
mug,4
traffic sign,4
houseplant,4
van,4
dress,4
bookcase,4
boat,4
sports uniform,4
spice rack,4
television,4
human face,3
drum,3
shelf,3
mammal,3
auto part,3
vehicle,3
boy,3
scoreboard,2
beer,2
taxi,2
table,2
platter,2
remote control,2
tennis ball,2
tablet computer,2
box,2
personal care,2
office building,2
human arm,2
handbag,2
flower,2
flag,2
coffeemaker,2
stationary bicycle,2
tableware,1
sunflower,1
tripod,1
umbrella,1
vehicle registration plate,1
waste container,1
wheelchair,1
musical keyboard,1
suit,1
flowerpot,1
camera,1
cart,1
chair,1
chicken,1
coffee cup,1
computer keyboard,1
cowboy hat,1
cream,1
dairy,1
door,1
fruit,1
sports equipment,1
furniture,1
golf cart,1
hat,1
lobster,1
motorcycle,1
pillow,1
pineapple,1
plastic bag,1
plate,1
punching bag,1
animal,1
