object,count
poster,47
person,22
man,21
bicycle,11
book,11
building,9
sports uniform,7
billboard,6
plant,5
clothing,5
snack,5
woman,3
girl,3
land vehicle,3
pumpkin,3
dairy,3
bookcase,3
convenience store,2
shelf,2
truck,2
picture frame,2
sculpture,2
wheel,2
stationary bicycle,1
scoreboard,1
tablet computer,1
sports equipment,1
television,1
table,1
animal,1
plastic bag,1
paper towel,1
baked goods,1
mammal,1
golf cart,1
fish,1
fashion accessory,1
desk,1
computer monitor,1
camel,1
bicycle wheel,1
mobile phone,1
