object,count
poster,204
man,43
building,33
clothing,32
book,26
person,21
plant,20
woman,17
mobile phone,8
billboard,7
house,6
car,6
office building,4
whiteboard,4
girl,4
boy,3
table,3
scoreboard,3
snack,2
television,2
train,2
picture frame,2
van,2
watch,2
mammal,2
land vehicle,2
human body,2
guitar,2
bus,2
auto part,2
window,1
watercraft,1
backpack,1
balloon,1
bicycle,1
toy,1
bookcase,1
tablet computer,1
bottle,1
suit,1
sports uniform,1
skyscraper,1
apple,1
computer monitor,1
digital clock,1
dog,1
doll,1
dress,1
office supplies,1
eagle,1
envelope,1
fashion accessory,1
fast food,1
laptop,1
footwear,1
airplane,1
