object,count
poster,41
man,30
book,20
building,18
clothing,16
woman,12
person,11
billboard,9
girl,7
bottle,7
human body,6
beer,6
whiteboard,5
car,5
shelf,4
bookcase,4
mammal,4
drink,4
refrigerator,4
furniture,3
tin can,3
human face,3
plant,2
tower,2
motorcycle,2
house,2
skyscraper,2
helmet,2
boy,2
bicycle,2
flag,2
fast food,2
convenience store,2
boat,2
bicycle wheel,1
bicycle helmet,1
snack,1
sports uniform,1
tablet computer,1
television,1
bench,1
tire,1
toy,1
vehicle registration plate,1
wheel,1
bed,1
window,1
wine,1
ruler,1
food,1
box,1
human hair,1
guitar,1
helicopter,1
auto part,1
horse,1
fashion accessory,1
door,1
land vehicle,1
giraffe,1
dog,1
dessert,1
office supplies,1
chair,1
pillow,1
pineapple,1
airplane,1
