object,count
building,34
poster,33
book,13
man,7
car,7
house,6
mobile phone,4
whiteboard,4
woman,4
bottle,3
person,3
snack,3
picture frame,3
clothing,3
computer monitor,3
human body,3
land vehicle,2
shelf,2
skyscraper,2
plant,2
flag,2
window,2
box,2
bookcase,2
billboard,2
television,1
table,1
sports equipment,1
tool,1
platter,1
traffic sign,1
train,1
truck,1
wine,1
toy,1
auto part,1
mammal,1
human head,1
beer,1
glasses,1
girl,1
furniture,1
food,1
flower,1
door,1
countertop,1
convenience store,1
cat,1
cabinetry,1
bus,1
bicycle,1
human hair,1
