object,count
poster,39
woman,28
clothing,26
man,25
building,16
book,12
girl,11
bus,9
human body,5
billboard,5
person,5
snack,5
house,4
mammal,4
land vehicle,4
bottle,4
door,3
dress,3
plant,3
human face,3
pumpkin,2
beer,2
picture frame,2
suit,2
tent,2
tin can,2
toy,2
traffic sign,2
shelf,2
auto part,2
human nose,2
food,2
flag,2
drink,2
bookcase,2
stairs,1
wheel,1
vehicle,1
van,1
truck,1
bicycle,1
boy,1
cannon,1
tableware,1
table,1
car,1
clock,1
squash,1
furniture,1
skyscraper,1
convenience store,1
sculpture,1
ring binder,1
cream,1
curtain,1
fashion accessory,1
office building,1
mobile phone,1
jacket,1
