object,count
poster,89
building,58
man,44
book,44
traffic sign,40
person,37
bus,33
clothing,33
bookcase,21
woman,21
shelf,18
box,14
car,10
house,8
bottle,7
sports uniform,7
mammal,5
plant,5
scoreboard,5
human body,5
billboard,5
bicycle,4
beer,4
train,4
suit,3
van,3
tablet computer,3
skyscraper,3
airplane,3
land vehicle,3
boat,3
girl,3
fashion accessory,3
boy,3
door,2
wine,2
vehicle registration plate,2
truck,2
toy,2
tower,2
street light,2
computer monitor,2
snack,2
mobile phone,2
drink,2
golf ball,2
picture frame,2
dress,1
human arm,1
waste container,1
vehicle,1
auto part,1
jacket,1
ball,1
ambulance,1
lighthouse,1
television,1
tent,1
scarf,1
envelope,1
sword,1
swim cap,1
cheese,1
personal care,1
guitar,1
convenience store,1
curtain,1
helicopter,1
