object,count
poster,43
book,31
clothing,18
woman,15
person,14
convenience store,14
building,10
personal care,8
boy,8
cosmetics,7
car,6
human body,6
diaper,5
airplane,5
bottle,5
girl,4
plant,4
man,4
cabinetry,3
table,2
mobile phone,2
shelf,2
snack,2
human face,2
baked goods,2
house,2
mammal,2
truck,2
van,2
whiteboard,2
cake,2
vegetable,2
bookcase,2
towel,2
flower,2
food,2
toy,1
traffic sign,1
swimming pool,1
teddy bear,1
scissors,1
ring binder,1
balloon,1
picture frame,1
television,1
carrot,1
billboard,1
furniture,1
cocktail,1
cream,1
box,1
dinosaur,1
dog,1
door,1
drink,1
giraffe,1
office supplies,1
helmet,1
human hand,1
jacket,1
land vehicle,1
laptop,1
cake stand,1
office building,1
human arm,1
