object,count
poster,156
book,59
building,48
man,45
boat,41
bus,38
clothing,36
plant,36
person,34
woman,32
car,27
bottle,23
train,18
watercraft,15
billboard,15
land vehicle,13
table,9
mobile phone,9
girl,9
traffic sign,7
picture frame,7
human body,7
truck,7
mammal,6
boy,6
whiteboard,6
drink,6
beer,6
wine,6
laptop,5
telephone,5
office supplies,5
house,4
computer monitor,4
vehicle,4
window,4
office building,4
human hair,3
airplane,3
snack,3
tin can,3
tower,3
van,3
toy,3
human arm,3
calculator,2
flower,2
auto part,2
convenience store,2
computer keyboard,2
palm tree,2
tablet computer,2
vehicle registration plate,2
motorcycle,2
suit,2
box,2
jacket,2
wine glass,2
helicopter,2
tank,1
balloon,1
corded phone,1
television,1
cooking spray,1
coin,1
bookcase,1
coffeemaker,1
cocktail,1
canoe,1
bed,1
bicycle,1
horse,1
curtain,1
cowboy hat,1
sports uniform,1
home appliance,1
jet ski,1
handgun,1
handbag,1
glasses,1
furniture,1
musical instrument,1
fast food,1
fashion accessory,1
pastry,1
pen,1
envelope,1
dessert,1
desk,1
dairy,1
refrigerator,1
shelf,1
zucchini,1
