object,count
poster,180
book,64
building,33
clothing,30
man,30
woman,22
person,21
girl,13
billboard,11
house,9
picture frame,8
boy,6
bus,5
bottle,5
land vehicle,5
car,4
mobile phone,4
tin can,4
mammal,4
dress,3
plant,3
tower,3
scoreboard,3
train,3
truck,3
bookcase,3
van,3
auto part,3
human body,3
suit,2
vehicle,2
window,2
luggage and bags,2
aircraft,2
drink,2
door,2
human arm,2
bicycle,2
human face,2
convenience store,2
tableware,1
television,1
chair,1
cat,1
toy,1
airplane,1
computer monitor,1
cart,1
cabinetry,1
boat,1
billiard table,1
whiteboard,1
wine,1
table,1
snack,1
street light,1
stairs,1
skyscraper,1
shirt,1
shelf,1
desk,1
flag,1
palm tree,1
office building,1
guitar,1
handbag,1
home appliance,1
light switch,1
human hair,1
