object,count
poster,54
man,38
clothing,31
book,30
woman,25
building,20
person,14
car,13
computer monitor,11
bottle,8
personal care,6
plant,6
billboard,5
girl,5
wine,4
vehicle,4
drink,4
shelf,3
sports uniform,3
cake stand,3
truck,3
box,3
shirt,2
land vehicle,2
tableware,2
television,2
picture frame,2
tin can,2
office supplies,2
boat,2
mobile phone,2
mammal,2
office building,2
bookcase,2
flag,2
vegetable,1
cart,1
tent,1
cake,1
toy,1
boy,1
van,1
insect,1
castle,1
vehicle registration plate,1
wheel,1
whiteboard,1
window,1
bicycle,1
wine rack,1
taxi,1
sunglasses,1
auto part,1
convenience store,1
human body,1
motorcycle,1
house,1
high heels,1
orange,1
desk,1
ball,1
stairs,1
platter,1
baked goods,1
salad,1
closet,1
christmas tree,1
cat,1
ambulance,1
