object,count
poster,110
man,56
clothing,36
building,34
person,20
woman,20
book,16
plant,16
whiteboard,15
billboard,14
van,13
house,12
car,11
land vehicle,8
girl,8
bookcase,7
human body,7
computer monitor,6
bus,6
mobile phone,5
truck,5
shelf,5
table,4
mammal,4
boy,4
auto part,3
drawer,3
office building,3
door,3
filing cabinet,3
window,2
suit,2
stairs,2
laptop,2
picture frame,2
flag,2
furniture,2
scissors,1
scoreboard,1
bench,1
sports uniform,1
mug,1
dinosaur,1
tablet computer,1
taxi,1
traffic sign,1
convenience store,1
cake,1
ipod,1
snack,1
