object,count
poster,34
book,24
building,18
man,13
person,13
clothing,10
dumbbell,7
airplane,4
food,4
billboard,4
human body,3
drink,3
tin can,3
truck,3
jeans,3
snack,2
spice rack,2
table,2
tent,2
plant,2
motorcycle,2
shelf,2
woman,2
boy,2
bookcase,2
dairy,2
helmet,1
shirt,1
bottle,1
sports uniform,1
sun hat,1
swim cap,1
tableware,1
boat,1
bathtub,1
tire,1
toy,1
auto part,1
vehicle,1
wheel,1
skyscraper,1
camera,1
house,1
sandwich,1
rose,1
car,1
cocktail,1
convenience store,1
office building,1
egg,1
mammal,1
laptop,1
animal,1
flowerpot,1
guitar,1
human arm,1
houseplant,1
land vehicle,1
