object,count
building,244
poster,185
house,74
woman,51
man,51
book,49
person,44
clothing,42
truck,38
billboard,35
car,24
convenience store,17
plant,14
food,14
shelf,12
land vehicle,12
bottle,11
van,11
table,11
bookcase,11
snack,11
bus,9
mobile phone,9
whiteboard,9
window,7
computer monitor,5
toy,5
tin can,5
drink,5
girl,5
television,5
picture frame,4
refrigerator,4
tent,4
palm tree,3
boat,3
sculpture,3
mammal,3
tableware,3
auto part,3
chicken,3
waste container,3
baked goods,2
laptop,2
tower,2
bicycle,2
vehicle,2
office building,2
wheel,2
office supplies,2
airplane,2
flag,2
furniture,2
cat,2
door,2
cookie,2
animal,1
countertop,1
flashlight,1
teddy bear,1
telephone,1
drum,1
doll,1
dessert,1
train,1
sports uniform,1
umbrella,1
box,1
carrot,1
watch,1
boy,1
calculator,1
cake,1
wine,1
suit,1
flowerpot,1
blender,1
food processor,1
mirror,1
human hand,1
motorcycle,1
human hair,1
human face,1
oyster,1
human body,1
billiard table,1
houseplant,1
pig,1
home appliance,1
plastic bag,1
porch,1
banana,1
guitar,1
remote control,1
salad,1
scoreboard,1
seafood,1
broccoli,1
