object,count
poster,38
building,15
clothing,13
book,13
person,10
woman,9
man,8
wheel,3
camera,3
billboard,3
land vehicle,3
office supplies,2
umbrella,2
drink,2
human body,2
mammal,2
suit,1
television,1
telephone,1
traffic sign,1
tower,1
shark,1
vehicle,1
vehicle registration plate,1
wall clock,1
whiteboard,1
snack,1
beer,1
saucer,1
power plugs and sockets,1
palm tree,1
motorcycle,1
mixer,1
medical equipment,1
fountain,1
dessert,1
computer keyboard,1
bus,1
bronze sculpture,1
box,1
bottle,1
office building,1
