object,count
parking meter,52
poster,48
building,44
book,31
man,15
clothing,15
car,14
billboard,10
person,9
convenience store,8
land vehicle,6
woman,6
watch,6
table,4
auto part,4
computer monitor,4
van,4
bottle,4
mobile phone,4
hair spray,4
human body,4
television,3
traffic sign,3
vehicle,3
boat,3
whiteboard,3
snack,2
personal care,2
airplane,2
human face,2
drink,2
box,2
carnivore,1
window,1
beer,1
bicycle,1
bookcase,1
truck,1
boy,1
bronze sculpture,1
taxi,1
bus,1
street light,1
juice,1
human arm,1
shelf,1
digital clock,1
plant,1
door,1
dress,1
perfume,1
palm tree,1
food,1
girl,1
laptop,1
skyscraper,1
