object,count
book,43
poster,39
man,32
clothing,31
person,16
building,15
computer monitor,14
bookcase,10
mobile phone,9
whiteboard,8
shelf,8
human body,8
laptop,7
woman,6
box,5
billboard,5
office building,4
drink,4
airplane,4
mammal,3
plant,3
girl,3
human arm,3
car,3
bottle,3
corded phone,3
chair,2
table,2
tablet computer,2
fashion accessory,2
tin can,2
office supplies,2
toy,2
vase,2
beer,2
vehicle,2
computer keyboard,2
dairy,2
houseplant,2
house,2
skyscraper,1
telephone,1
tableware,1
waste container,1
auto part,1
window,1
dress,1
pen,1
remote control,1
bird,1
boy,1
parking meter,1
palm tree,1
cake,1
mug,1
coffee cup,1
dessert,1
furniture,1
flowerpot,1
adhesive tape,1
