object,count
poster,87
book,68
clothing,36
building,36
man,32
person,27
woman,17
bookcase,14
car,12
shelf,11
tablet computer,10
bottle,10
land vehicle,9
mobile phone,8
whiteboard,7
human body,7
girl,7
laptop,7
billboard,6
computer monitor,6
boy,6
plant,4
tire,4
convenience store,4
wheel,4
drink,4
mammal,3
wine,3
box,3
house,3
bicycle,3
cassette deck,3
furniture,3
suit,3
vehicle,3
snack,3
picture frame,2
office building,2
window,2
scale,2
spice rack,2
baked goods,2
beer,2
bicycle wheel,2
bus,2
houseplant,2
candy,2
kitchen appliance,1
toy,1
chair,1
table,1
cattle,1
television,1
vegetable,1
train,1
van,1
sports equipment,1
cabinetry,1
wall clock,1
boat,1
street light,1
coin,1
light switch,1
food,1
balloon,1
human hair,1
milk,1
human face,1
hat,1
guitar,1
plate,1
cupboard,1
door,1
rose,1
dessert,1
sculpture,1
dairy,1
skyscraper,1
juice,1
