object,count
poster,268
building,68
bottle,57
man,57
car,49
book,45
clothing,42
bus,37
person,35
woman,32
beer,22
drink,22
train,18
snack,17
convenience store,17
wine,16
billboard,15
land vehicle,13
house,12
toy,12
shelf,11
girl,10
whiteboard,9
computer monitor,8
window,8
human body,7
suit,7
truck,7
tin can,7
food,7
wheel,6
bicycle,6
auto part,6
box,5
table,5
boy,5
bookcase,5
vehicle,4
mobile phone,4
vehicle registration plate,4
plant,4
picture frame,4
office building,4
motorcycle,3
laptop,3
baked goods,3
van,3
furniture,3
belt,3
office supplies,2
television,2
tent,2
mammal,2
palm tree,2
airplane,2
cosmetics,2
houseplant,2
fashion accessory,2
dessert,2
guitar,2
cheese,2
flag,2
cake,2
bicycle wheel,2
camera,2
cat,1
elephant,1
sports uniform,1
fast food,1
tablet computer,1
taxi,1
envelope,1
doll,1
tire,1
toilet paper,1
boat,1
sports equipment,1
cocktail,1
coat,1
lantern,1
skyscraper,1
lamp,1
golf cart,1
lion,1
jeans,1
ambulance,1
human head,1
human hair,1
horse,1
handbag,1
paper towel,1
pig,1
shotgun,1
glove,1
polar bear,1
porch,1
fruit,1
sandwich,1
scoreboard,1
sculpture,1
flower,1
human leg,1
