object,count
poster,58
man,29
building,28
clothing,22
person,16
car,14
book,12
woman,9
girl,7
whiteboard,6
billboard,6
truck,5
land vehicle,4
house,4
snack,3
shelf,3
vehicle registration plate,3
human body,3
auto part,3
convenience store,3
bottle,3
bus,3
mammal,2
window,2
boy,2
tin can,2
table,2
plant,2
food,2
hat,2
helmet,2
flag,2
human face,2
beer,2
drink,1
swimwear,1
bookcase,1
toy,1
human arm,1
tent,1
television,1
tablet computer,1
fashion accessory,1
sports uniform,1
street light,1
closet,1
roller skates,1
rifle,1
flying disc,1
plastic bag,1
human head,1
picture frame,1
door,1
office building,1
dress,1
jacket,1
