object,count
poster,63
man,38
clothing,30
building,29
person,26
book,25
woman,13
mammal,6
boy,6
whiteboard,5
girl,4
umbrella,4
convenience store,4
house,4
tin can,4
shelf,4
human body,3
guitar,3
plant,3
boat,3
bookcase,3
train,3
watercraft,2
tent,2
picture frame,2
laptop,2
truck,2
motorcycle,2
window,2
land vehicle,2
balloon,2
billboard,2
human hair,2
envelope,2
dog,2
television,1
bicycle,1
bus,1
vehicle,1
van,1
camera,1
computer keyboard,1
dairy,1
desk,1
suit,1
jacket,1
stairs,1
dress,1
rose,1
pumpkin,1
golf cart,1
helmet,1
office building,1
ipod,1
mobile phone,1
airplane,1
