object,count
poster,24
book,23
building,23
man,22
clothing,14
woman,13
person,11
train,8
car,7
house,7
land vehicle,6
whiteboard,6
rose,5
traffic sign,5
truck,5
bus,4
billboard,4
laptop,4
plant,4
computer monitor,3
office building,3
bottle,2
suit,2
scoreboard,2
convenience store,2
vehicle,1
toy,1
tablet computer,1
street light,1
wine,1
boat,1
tent,1
mobile phone,1
paper towel,1
coffee cup,1
boy,1
human head,1
bicycle wheel,1
helicopter,1
girl,1
food,1
fire hydrant,1
fashion accessory,1
drink,1
dress,1
door,1
desk,1
coin,1
auto part,1
