object,count
poster,193
building,140
book,104
man,50
woman,46
person,37
clothing,36
bookcase,33
shelf,30
house,30
car,21
billboard,20
girl,20
window,11
table,9
plant,8
box,8
dress,8
land vehicle,5
bus,5
human face,4
flower,4
fashion accessory,4
airplane,4
boy,4
van,3
sports uniform,3
traffic sign,3
mobile phone,3
sculpture,3
bicycle,3
bird,3
whiteboard,3
picture frame,3
convenience store,3
computer keyboard,3
truck,3
scoreboard,2
television,2
microphone,2
skyscraper,2
mammal,2
laptop,2
bottle,2
snack,2
jacket,2
human hair,2
drum,2
furniture,2
umbrella,2
doll,2
door,2
camera,2
tower,2
tablet computer,2
tomato,1
tin can,1
toy,1
train,1
balloon,1
banjo,1
suit,1
seafood,1
tent,1
swimming pool,1
scarf,1
wheel,1
baked goods,1
reptile,1
refrigerator,1
porch,1
closet,1
plate,1
plastic bag,1
cosmetics,1
dairy,1
deer,1
desk,1
dog,1
chicken,1
earrings,1
envelope,1
candy,1
footwear,1
cake,1
glasses,1
handbag,1
helmet,1
horse,1
bronze sculpture,1
houseplant,1
animal,1
human head,1
jeans,1
boat,1
missile,1
motorcycle,1
coffee table,1
parking meter,1
pen,1
bicycle wheel,1
office building,1
