object,count
poster,247
man,196
building,132
book,125
clothing,107
person,97
woman,65
boy,40
billboard,40
car,37
bottle,31
girl,31
house,29
convenience store,28
snack,25
shelf,23
bus,22
land vehicle,21
human body,20
bookcase,19
plant,16
mammal,14
boat,13
toy,12
suit,11
wine,10
beer,10
whiteboard,10
mobile phone,9
table,9
tin can,8
tablet computer,8
television,8
camera,8
airplane,7
furniture,6
sports uniform,6
truck,6
sculpture,6
box,6
office supplies,5
plate,5
vehicle,5
window,5
human face,5
drum,5
couch,4
human arm,4
traffic sign,4
motorcycle,4
handbag,4
train,4
computer monitor,4
food,4
spider,4
vehicle registration plate,4
balloon,4
refrigerator,4
drink,4
tire,3
office building,3
mug,3
tent,3
digital clock,3
skyscraper,3
picture frame,3
jacket,3
fruit,3
dog,3
wheel,3
door,3
hat,3
guitar,3
insect,2
bicycle,2
scoreboard,2
auto part,2
pillow,2
animal,2
shirt,2
van,2
scissors,2
coffee cup,2
doll,2
computer keyboard,2
human head,2
laptop,2
tower,2
juice,2
jeans,2
boot,1
street light,1
strawberry,1
banana,1
backpack,1
tableware,1
tart,1
weapon,1
watch,1
washing machine,1
trumpet,1
tool,1
baked goods,1
sports equipment,1
dessert,1
spice rack,1
snowboard,1
drawer,1
drill,1
duck,1
elephant,1
fashion accessory,1
fast food,1
filing cabinet,1
fish,1
flower,1
flowerpot,1
desk,1
golf ball,1
grapefruit,1
croissant,1
human leg,1
cosmetics,1
marine mammal,1
paddle,1
pen,1
christmas tree,1
piano,1
chest of drawers,1
chair,1
pumpkin,1
remote control,1
scorpion,1
cart,1
shotgun,1
cabinetry,1
ipod,1
