object,count
poster,56
bottle,55
building,52
drink,38
tin can,34
man,32
person,29
clothing,26
book,24
beer,18
woman,13
wine,12
car,12
billboard,9
convenience store,8
plant,6
human arm,5
house,5
juice,5
bookcase,5
shelf,4
wine glass,4
toy,4
land vehicle,3
spice rack,3
table,3
coffee cup,3
bus,3
cabinetry,2
mug,2
mobile phone,2
mammal,2
snack,2
truck,2
human body,2
girl,2
dairy,2
van,1
traffic sign,1
vehicle,1
watercraft,1
whiteboard,1
window,1
tool,1
television,1
balloon,1
computer monitor,1
porch,1
snowboard,1
sculpture,1
refrigerator,1
box,1
countertop,1
office building,1
chair,1
baked goods,1
ice cream,1
human leg,1
human head,1
human hand,1
cocktail,1
furniture,1
coffee table,1
aircraft,1
