object,count
bottle,54
poster,40
drink,27
book,16
man,15
tin can,14
person,14
building,14
juice,13
beer,12
woman,8
box,7
snack,7
wine,6
billboard,6
personal care,6
car,6
convenience store,5
clothing,5
table,4
bathtub,3
truck,3
cosmetics,3
mammal,2
sports uniform,2
barrel,2
refrigerator,2
vehicle,2
office building,2
food,2
door,2
dress,2
human face,2
girl,2
flying disc,2
ball,1
dessert,1
wheel,1
traffic sign,1
toy,1
fashion accessory,1
tablet computer,1
flower,1
spice rack,1
sock,1
sink,1
land vehicle,1
shelf,1
furniture,1
plant,1
picture frame,1
golf ball,1
human body,1
pen,1
mobile phone,1
ipod,1
jacket,1
laptop,1
apple,1
