object,count
poster,308
book,192
man,79
clothing,67
woman,63
person,55
building,53
shelf,32
bookcase,32
girl,27
billboard,24
car,19
human body,19
table,18
bottle,18
computer monitor,17
whiteboard,16
plant,10
office building,10
mobile phone,10
drink,10
mammal,9
laptop,9
bus,9
boy,8
window,8
office supplies,8
house,7
television,7
truck,6
desk,6
convenience store,6
skyscraper,5
boat,5
box,5
tablet computer,4
door,4
snack,4
toy,4
picture frame,4
beer,4
coffee cup,3
human face,3
train,3
food,3
van,3
mug,3
balloon,3
wine,3
land vehicle,2
sandwich,2
motorcycle,2
platter,2
jacket,2
scissors,2
ring binder,2
suit,2
tin can,2
auto part,2
bicycle,2
wheel,2
vehicle registration plate,2
cat,2
cosmetics,2
tower,2
tire,2
dairy,2
dog,2
doll,2
furniture,2
home appliance,2
human hand,2
skull,1
sword,1
shirt,1
salad,1
sculpture,1
umbrella,1
scoreboard,1
teapot,1
slow cooker,1
tent,1
airplane,1
rifle,1
eraser,1
baked goods,1
beaker,1
bench,1
bicycle wheel,1
bronze sculpture,1
cake,1
camera,1
castle,1
coffee,1
computer keyboard,1
couch,1
dessert,1
dinosaur,1
flower,1
plate,1
handbag,1
human arm,1
human hair,1
human head,1
human leg,1
apple,1
lipstick,1
medical equipment,1
muffin,1
penguin,1
perfume,1
personal care,1
plastic bag,1
juice,1
