object,count
man,44
poster,37
clothing,34
woman,27
person,25
building,22
book,15
mobile phone,11
girl,7
whiteboard,6
human body,6
door,5
land vehicle,4
human arm,4
mammal,4
boy,4
suit,3
plant,3
car,3
human face,3
auto part,2
table,2
office building,2
truck,2
bus,2
camera,2
jacket,2
window,2
sports uniform,1
van,1
vehicle,1
watch,1
television,1
tank,1
bicycle,1
sunglasses,1
furniture,1
picture frame,1
sculpture,1
billboard,1
pillow,1
convenience store,1
bookcase,1
parking meter,1
mug,1
motorcycle,1
human head,1
human hair,1
computer monitor,1
guitar,1
ambulance,1
