object,count
book,27
building,21
poster,20
house,15
whiteboard,11
man,9
person,8
clothing,8
billboard,6
truck,5
woman,5
bookcase,4
toy,3
bottle,3
shelf,3
snack,3
van,3
girl,3
plant,3
drink,2
porch,2
mobile phone,2
human body,2
box,2
door,2
bed,2
auto part,2
window,2
car,2
bicycle,2
traffic sign,1
tin can,1
tablet computer,1
suitcase,1
suit,1
vehicle,1
stairs,1
beer,1
wine,1
plastic bag,1
boat,1
office supplies,1
flag,1
chest of drawers,1
computer monitor,1
convenience store,1
countertop,1
dishwasher,1
dog,1
doll,1
furniture,1
office building,1
guitar,1
headphones,1
animal,1
land vehicle,1
laptop,1
mammal,1
boy,1
airplane,1
