object,count
poster,284
book,248
building,84
man,81
person,67
clothing,64
woman,42
car,32
plant,25
bottle,20
house,16
billboard,13
whiteboard,11
table,11
drink,11
mobile phone,11
human body,10
toy,10
shelf,10
boat,9
boy,9
mammal,9
bicycle,8
convenience store,8
picture frame,7
train,7
computer monitor,7
watch,7
truck,7
bus,6
box,6
television,6
tin can,6
girl,6
laptop,6
cake,5
wine,5
wheel,5
beer,5
snack,5
bookcase,5
furniture,5
tablet computer,4
land vehicle,4
footwear,4
cat,4
bicycle wheel,4
tire,3
dress,3
suit,3
coffee cup,3
skyscraper,3
mug,3
scoreboard,3
office building,3
remote control,2
human hand,2
motorcycle,2
human arm,2
tableware,2
spice rack,2
traffic sign,2
tank,2
doll,2
animal,2
balloon,2
bench,2
camera,2
chair,2
christmas tree,2
vehicle registration plate,2
desk,2
skull,2
door,2
envelope,2
fashion accessory,2
tool,2
tower,2
street light,1
waste container,1
telephone,1
window,1
slow cooker,1
snail,1
sock,1
sports uniform,1
washing machine,1
umbrella,1
sword,1
wall clock,1
stairs,1
teddy bear,1
violin,1
stop sign,1
adhesive tape,1
seafood,1
sculpture,1
fruit,1
fox,1
food,1
flower,1
fire hydrant,1
dog,1
corded phone,1
coin,1
cheese,1
candy,1
bronze sculpture,1
bird,1
banana,1
ball,1
baked goods,1
auto part,1
alarm clock,1
giraffe,1
handbag,1
handgun,1
office supplies,1
rugby ball,1
rose,1
reptile,1
refrigerator,1
pressure cooker,1
plastic bag,1
parking meter,1
lobster,1
helmet,1
jeans,1
airplane,1
human head,1
human hair,1
human face,1
horse,1
home appliance,1
jacket,1
