object,count
airplane,340
poster,149
man,106
clothing,85
building,78
person,59
book,41
woman,37
laptop,31
car,26
footwear,18
billboard,17
truck,16
helicopter,16
boy,16
land vehicle,16
bus,13
auto part,13
plant,12
bottle,12
house,12
human body,11
vehicle,10
mammal,9
van,8
whiteboard,8
girl,8
aircraft,8
mobile phone,7
office building,6
envelope,6
box,5
beer,5
suit,4
camera,4
jacket,4
train,4
toy,4
tower,4
fashion accessory,4
computer monitor,4
shelf,4
snack,4
sports uniform,4
tin can,3
television,3
traffic sign,3
umbrella,3
human arm,3
computer keyboard,3
bicycle,3
wheel,3
convenience store,3
furniture,3
window,3
door,3
drink,3
wine,2
desk,2
scoreboard,2
dog,2
boat,2
tool,2
caterpillar,2
mug,2
coffee cup,2
bookcase,2
boot,2
watch,2
washing machine,2
handgun,2
human head,2
tablet computer,1
tableware,1
tank,1
weapon,1
sun hat,1
balloon,1
vehicle registration plate,1
tent,1
bed,1
taxi,1
oyster,1
squirrel,1
calculator,1
cosmetics,1
doll,1
fish,1
flag,1
flute,1
food,1
coin,1
fruit,1
headphones,1
canoe,1
insect,1
sports equipment,1
kitchen appliance,1
cake,1
medical equipment,1
microwave oven,1
missile,1
picture frame,1
binoculars,1
bicycle helmet,1
pumpkin,1
skyscraper,1
human nose,1
