object,count
building,30
book,27
poster,25
man,22
clothing,16
person,13
woman,10
house,8
mobile phone,8
car,7
bottle,5
bus,5
billboard,4
convenience store,4
land vehicle,3
train,3
whiteboard,3
shelf,3
cassette deck,3
wine,3
beer,2
office supplies,2
plant,2
suit,2
boy,2
tool,2
girl,2
scoreboard,2
toy,2
van,2
door,2
window,2
bookcase,2
tent,1
tableware,1
tablet computer,1
table,1
tire,1
sports uniform,1
snack,1
shirt,1
tin can,1
aircraft,1
picture frame,1
handbag,1
cabinetry,1
computer monitor,1
desk,1
drink,1
food,1
fountain,1
furniture,1
home appliance,1
parking meter,1
horse,1
houseplant,1
human arm,1
human body,1
infant bed,1
auto part,1
motorcycle,1
kitchen appliance,1
