object,count
poster,88
book,59
man,55
clothing,32
building,31
person,28
woman,16
girl,7
plant,7
car,6
suit,5
bottle,5
bus,5
house,4
land vehicle,4
bookcase,4
whiteboard,3
tent,3
mammal,3
drink,2
computer monitor,2
table,2
picture frame,2
boy,2
cart,2
personal care,2
auto part,2
flag,2
sculpture,1
window,1
fish,1
van,1
umbrella,1
train,1
traffic sign,1
tower,1
television,1
flower,1
bell pepper,1
sports uniform,1
snack,1
shelf,1
houseplant,1
human body,1
billboard,1
plate,1
furniture,1
giraffe,1
fashion accessory,1
dairy,1
palm tree,1
office building,1
musical instrument,1
muffin,1
goat,1
guitar,1
barge,1
insect,1
ruler,1
