object,count
poster,71
book,27
man,24
plant,22
clothing,20
building,15
bottle,15
boat,14
person,13
wine,11
woman,9
billboard,7
traffic sign,6
house,6
train,6
picture frame,5
beer,5
car,4
bookcase,4
shelf,4
mobile phone,3
window,3
box,2
furniture,2
bus,2
whiteboard,2
suit,2
baked goods,2
land vehicle,2
door,2
vehicle,2
taxi,1
vehicle registration plate,1
seafood,1
skyscraper,1
tableware,1
television,1
table,1
tablet computer,1
aircraft,1
porch,1
office building,1
balloon,1
boy,1
cake,1
canoe,1
coffee,1
coffee cup,1
couch,1
drink,1
fashion accessory,1
flower,1
girl,1
golf ball,1
houseplant,1
jacket,1
mammal,1
human hand,1
