object,count
building,61
poster,47
book,36
bottle,32
beer,16
house,15
convenience store,14
drink,13
washing machine,12
man,10
woman,9
billboard,9
clothing,9
tin can,8
truck,7
juice,7
land vehicle,6
shelf,5
person,5
snack,4
skyscraper,3
van,3
plant,3
wine,3
human body,3
girl,3
car,3
dairy,3
door,2
bus,2
sports uniform,2
refrigerator,2
desk,2
dessert,2
table,2
vehicle,2
bread,1
tablet computer,1
wall clock,1
bookcase,1
waste container,1
whiteboard,1
traffic sign,1
window,1
tap,1
boat,1
golf cart,1
computer monitor,1
cart,1
guitar,1
couch,1
pastry,1
mammal,1
food,1
fruit,1
human hand,1
human face,1
furniture,1
human arm,1
handgun,1
auto part,1
