object,count
building,160
poster,102
house,43
billboard,24
book,19
man,18
car,14
clothing,11
traffic sign,11
plant,9
bus,9
woman,8
bookcase,8
boat,6
window,6
porch,5
furniture,5
person,5
picture frame,5
television,5
truck,4
land vehicle,4
table,3
girl,3
office building,3
tower,2
umbrella,2
skyscraper,2
train,2
airplane,2
animal,1
jug,1
bicycle,1
watercraft,1
bicycle wheel,1
bottle,1
box,1
boy,1
cabinetry,1
cannon,1
coffee cup,1
sword,1
suit,1
stairs,1
dagger,1
shelf,1
door,1
dragonfly,1
drink,1
fountain,1
fruit,1
horse,1
musical instrument,1
mug,1
mobile phone,1
maple,1
human face,1
mammal,1
human hair,1
insect,1
