object,count
poster,33
book,13
man,13
building,13
car,11
person,8
clothing,7
bottle,5
dairy,4
wine,3
snack,3
airplane,2
mobile phone,2
food,2
truck,2
plant,2
bus,2
box,2
whiteboard,2
van,1
vehicle,1
train,1
traffic sign,1
tool,1
tin can,1
table,1
suit,1
spice rack,1
wheel,1
refrigerator,1
umbrella,1
laptop,1
pastry,1
motorcycle,1
billboard,1
boat,1
computer monitor,1
dessert,1
drink,1
drum,1
flag,1
furniture,1
girl,1
house,1
human body,1
human face,1
insect,1
jeans,1
juice,1
auto part,1
mammal,1
woman,1
