object,count
snack,34
convenience store,24
drink,23
bottle,23
building,21
poster,16
juice,15
book,11
person,11
man,11
food,11
shelf,9
tin can,7
clothing,6
house,6
beer,5
woman,4
billboard,4
candy,3
wine,3
plant,3
dairy,3
suit,2
mixer,2
van,2
land vehicle,2
girl,2
fruit,2
vehicle,1
vegetable,1
whiteboard,1
window,1
truck,1
traffic sign,1
toy,1
table,1
fast food,1
box,1
bread,1
dessert,1
personal care,1
cantaloupe,1
car,1
mammal,1
kitchen appliance,1
cookie,1
home appliance,1
furniture,1
banana,1
