object,count
poster,185
book,63
building,41
car,37
man,31
clothing,29
person,27
billboard,27
woman,23
bottle,11
plant,11
tire,9
girl,8
human body,7
whiteboard,7
wine,5
wheel,5
shelf,5
vehicle registration plate,5
suit,5
table,5
picture frame,4
land vehicle,4
convenience store,4
mammal,4
bookcase,4
box,4
dog,3
jacket,3
office supplies,3
balloon,3
beer,3
boat,3
desk,3
hat,3
flag,3
television,3
tin can,3
sock,2
sculpture,2
vehicle,2
sports uniform,2
truck,2
toy,2
window,2
mug,2
washing machine,2
airplane,2
drink,2
coffee cup,2
fashion accessory,2
houseplant,2
human arm,2
auto part,2
laptop,2
dress,2
baked goods,1
boy,1
coat,1
cocktail,1
tablet computer,1
wine glass,1
coin,1
computer keyboard,1
computer monitor,1
tool,1
computer mouse,1
dolphin,1
door,1
mirror,1
swimwear,1
mobile phone,1
street light,1
headphones,1
snowman,1
shorts,1
horse,1
plastic bag,1
human face,1
human hand,1
human head,1
penguin,1
animal,1
office building,1
ipod,1
