object,count
poster,83
building,65
man,18
person,16
billboard,15
book,14
drink,12
house,11
bottle,11
clothing,11
land vehicle,6
tin can,5
window,5
snack,5
mobile phone,5
woman,4
food,4
van,3
washing machine,3
mammal,3
convenience store,3
computer monitor,2
vehicle,2
car,2
traffic sign,2
picture frame,2
personal care,2
office building,2
tablet computer,2
table,2
waste container,2
human hand,2
hat,2
girl,2
baked goods,1
vegetable,1
watch,1
wheel,1
animal,1
toy,1
tire,1
bus,1
television,1
box,1
doughnut,1
street light,1
sports uniform,1
frog,1
porch,1
plant,1
cosmetics,1
mirror,1
cream,1
alarm clock,1
laptop,1
desk,1
human arm,1
door,1
airplane,1
