object,count
book,76
poster,73
bottle,20
person,16
woman,10
building,10
car,8
plant,8
clothing,8
convenience store,7
drink,6
whiteboard,5
man,5
mammal,4
dog,4
table,4
tablet computer,4
land vehicle,4
snack,3
bookcase,3
beer,3
washing machine,3
vehicle,3
boat,3
box,3
wine,2
picture frame,2
bus,2
tin can,2
toy,2
flag,2
shelf,2
curtain,2
human body,2
suitcase,1
suit,1
wheel,1
animal,1
sandwich,1
pen,1
office building,1
mobile phone,1
balloon,1
house,1
girl,1
fashion accessory,1
envelope,1
doll,1
digital clock,1
billboard,1
jacket,1
