object,count
poster,142
building,69
clothing,42
book,41
man,39
woman,36
person,22
house,16
billboard,16
plant,15
bus,13
door,10
girl,9
car,8
whiteboard,6
computer monitor,6
land vehicle,6
shelf,5
truck,5
van,5
bicycle,5
mammal,5
office supplies,4
television,4
human body,4
bicycle wheel,4
wheel,4
laptop,4
bookcase,4
table,4
office building,3
shirt,3
boy,3
tire,3
picture frame,3
pen,3
suit,3
mobile phone,2
traffic sign,2
convenience store,2
toy,2
jacket,2
window,2
bottle,2
helicopter,2
skyscraper,2
street light,2
boat,1
waste container,1
tin can,1
telephone,1
fountain,1
ring binder,1
swimming pool,1
stairs,1
sculpture,1
footwear,1
cake,1
cat,1
palm tree,1
coat,1
dress,1
human nose,1
human hair,1
human face,1
flag,1
beer,1
