object,count
poster,78
book,33
man,21
building,15
car,14
clothing,11
truck,9
person,9
land vehicle,7
woman,6
box,6
tablet computer,5
billboard,4
mobile phone,4
bottle,4
house,4
boy,3
tower,3
tin can,3
snack,3
shelf,3
office building,2
office supplies,2
plant,2
suit,2
skyscraper,2
bookcase,2
toilet,2
train,2
umbrella,2
medical equipment,2
motorcycle,2
guitar,2
girl,2
computer monitor,2
laptop,1
television,1
wheel,1
vehicle,1
van,1
camera,1
bicycle wheel,1
clock,1
convenience store,1
tire,1
desk,1
fish,1
drink,1
beer,1
sports uniform,1
sports equipment,1
flag,1
flowerpot,1
furniture,1
billiard table,1
houseplant,1
human body,1
bus,1
auto part,1
